text;label
"Выпил капучино перед анализом";"нарушение_диеты"
"Съел печенье за 40 минут";"нарушение_диеты"
"Пил тёплое молоко натощак";"нарушение_диеты"
"Ел пиццу накануне поздно вечером";"нарушение_диеты"
"Выпил фрэш перед выходом";"нарушение_диеты"
"Съел мороженое утром";"нарушение_диеты"
"Пил зелёный чай с сахаром";"нарушение_диеты"
"Ел гречку с маслом на завтрак";"нарушение_диеты"
"Выпил спрайт перед сдачей";"нарушение_диеты"
"Съел орешки по дороге";"нарушение_диеты"
"Пил каркаде утром";"нарушение_диеты"
"Ел рис с рыбой на ужин";"нарушение_диеты"
"Выпил тоник перед анализом";"нарушение_диеты"
"Съел бублик со сгущёнкой";"нарушение_диеты"
"Пил молочный коктейль";"нарушение_диеты"
"Ел хлопья с молоком";"нарушение_диеты"
"Выпил американо перед визитом";"нарушение_диеты"
"Съел сырник утром";"нарушение_диеты"
"Пил имбирный чай с сахаром";"нарушение_диеты"
"Ел салат оливье на ночь";"нарушение_диеты"
"Выпил гранатовый сок";"нарушение_диеты"
"Съел плюшку по дороге";"нарушение_диеты"
"Пил травяной чай с мёдом";"нарушение_диеты"
"Ел блинчики с мясом";"нарушение_диеты"
"Выпил какао с зефиром";"нарушение_диеты"
"Съел сэндвич перед сдачей";"нарушение_диеты"
"Пил ягодный смузи";"нарушение_диеты"
"Ел кускус на завтрак";"нарушение_диеты"
"Выпил айран утром";"нарушение_диеты"
"Съел кекс перед анализом";"нарушение_диеты"
"Пил матча латте";"нарушение_диеты"
"Ел пасту на ужин";"нарушение_диеты"
"Выпил спрайт и съел чипсы";"нарушение_диеты"
"Съел сушку с маком";"нарушение_диеты"
"Пил бабл чай накануне";"нарушение_диеты"
"Ел суп-пюре утром";"нарушение_диеты"
"Выпил газировку с красителями";"нарушение_диеты"
"Съел коржик перед лабораторией";"нарушение_диеты"
"Пил ромашковый чай с сахаром";"нарушение_диеты"
"Ел творожную запеканку";"нарушение_диеты"
"Выпил сокосодержащий напиток";"нарушение_диеты"
"Съел чизкейк на ночь";"нарушение_диеты"
"Пил латте с сиропом";"нарушение_диеты"
"Ел драники утром";"нарушение_диеты"
"Выпил энергетик без сахара, но пил";"нарушение_диеты"
"Съел бургер по дороге";"нарушение_диеты"
"Пил клюквенный морс";"нарушение_диеты"
"Ел кабачковую икру на завтрак";"нарушение_диеты"
"Выпил газировку «Тархун»";"нарушение_диеты"
"Съел панкейк с мёдом";"нарушение_диеты"
"Пил сок прямого отжима";"нарушение_диеты"
"Ел салат из свеклы на ночь";"нарушение_диеты"
"Пил молочный коктейль с печеньем";"нарушение_диеты"
"Съел хлеб с маслом и сыром";"нарушение_диеты"
"Пил компот из вишни";"нарушение_диеты"
"Принимал антибиотики вчера";"прием_лекарств"
"Пью противовоспалительное, это повлияет?";"прием_лекарств"
"Выпил таблетку от давления утром";"прием_лекарств"
"Принимал обезболивающее на ночь";"прием_лекарств"
"Пью статины постоянно";"прием_лекарств"
"Принимал антигистаминные вчера";"прием_лекарств"
"Пил парацетамол от температуры";"прием_лекарств"
"Принимала витамины с железом";"прием_лекарств"
"Пью гормональные таблетки";"прием_лекарств"
"Выпил мочегонное средство утром";"прием_лекарств"
"Принимал сорбенты перед анализом";"прием_лекарств"
"Пил антацид от изжоги за 2 часа";"прием_лекарств"
"Принимаю БАДы с железом";"прием_лекарств"
"Пью антидепрессанты ежедневно";"прием_лекарств"
"Принимал диклофенак для суставов";"прием_лекарств"
"Выпил аспирин накануне вечером";"прием_лекарств"
"Пью контрацептивы, это важно?";"прием_лекарств"
"Принимал альмагель от изжоги вчера";"прием_лекарств"
"Выпил таблетку от аллергии";"прием_лекарств"
"Пью лекарства для щитовидной железы";"прием_лекарств"
"Принимал нейролептики по назначению";"прием_лекарств"
"Выпил жаропонижающее утром";"прием_лекарств"
"Пью противодиабетические средства";"прием_лекарств"
"Принимал противогрибковое на неделе";"прием_лекарств"
"Выпил таблетку от тошноты перед анализом";"прием_лекарств"
"Пью препараты от эпилепсии постоянно";"прием_лекарств"
"Принимал миорелаксант вчера";"прием_лекарств"
"Выпил успокоительное на ночь";"прием_лекарств"
"Пью статины, сегодня утром не пил";"прием_лекарств"
"Принимал антикоагулянты, нужно ли отменять?";"прием_лекарств"
"Выпил таблетку от мигрени пару часов назад";"прием_лекарств"
"Пью витамин D ежедневно";"прием_лекарств"
"Принимал омепразол утром";"прием_лекарств"
"Выпил лекарство от кашля сироп";"прием_лекарств"
"Пью сердечный препарат", прием_лекарств"
"Принимал антибиотик амоксициллин третий день";"прием_лекарств"
"Выпил анальгин перед сдачей";"прием_лекарств"
"Пью оральные контрацептивы без пропусков";"прием_лекарств"
"Принимал верошпирон вчера вечером";"прием_лекарств"
"Выпил но-шпу от спазмов";"прием_лекарств"
"Пью антиретровирусные препараты";"прием_лекарств"
"Принимал преднизолон по схеме";"прием_лекарств"
"Выпил отхаркивающее средство утром";"прием_лекарств"
"Пью статины, вчера пропустил дозу";"прием_лекарств"
"Принимал кардиомагнил на ночь";"прием_лекарств"
"Выпил таблетку от бессонницы вчера";"прием_лекарств"
"Пью тироксин, сегодня ещё не пил";"прием_лекарств"
"Принимал метформин перед едой";"прием_лекарств"
"Выпил каптоприл под язык утром";"прием_лекарств"
"Пью антибиотик ципрофлоксацин, курс 5 дней";"прием_лекарств"
"Принимал нурофен от головы три часа назад";"прием_лекарств"
"Выпил лоперамид от поноса";"прием_лекарств"
"Пью гипотензивные таблетки регулярно";"прием_лекарств"
"Принимал фуросемид вчера днём";"прием_лекарств"
"Выпил дротаверин за час до анализа";"прием_лекарств"
"Пью антикоагулянт варфарин";"прием_лекарств"
"Принимал аспирин кардио натощак";"прием_лекарств"
"Выпил лоратадин от аллергии утром";"прием_лекарств"
"Пью иммуномодуляторы, курс только начал";"прием_лекарств"
"Принимал омез перед завтраком";"прием_лекарств"
"Выпил спазмалгон от боли в животе";"прием_лекарств"
"Пью антидепрессант сертралин";"прием_лекарств"
"Принимал диклофенак в ампулах вчера";"прием_лекарств"
"Выпил таблетку от изжоги ренни";"прием_лекарств"
"Пью противоэпилептические средства";"прием_лекарств"
"Принимал седативные на ночь";"прием_лекарств"
"Выпил спазмоветрин перед едой";"прием_лекарств"
"Пью антиаритмические препараты";"прием_лекарств"
"Принимал бифидобактерии, это же не лекарство?";"прием_лекарств"
"Выпил энтеросгель вчера вечером";"прием_лекарств"
"Пью препараты железа, отдельно от еды";"прием_лекарств"
"Принимал кеторол от боли в спине";"прием_лекарств"
"Выпил тантум верде для горла";"прием_лекарств"
"Пью мильгамму внутримышечно, колол вчера";"прием_лекарств"
"Принимал циклоферон по схеме";"прием_лекарств"
"Выпил экстракт валерианы на ночь";"прием_лекарств"
"Пью слабительное перед анализом, это плохо?";"прием_лекарств"
"Принимал простудил, пил колдрекс";"прием_лекарств"
"Выпил супрадин, это витамины";"прием_лекарств"
"Пью омега-3 рыбий жир";"прием_лекарств"
"Принимал элевит для беременных";"прием_лекарств"
"Выпил кальций Д3 утром";"прием_лекарств"
"Пью спирулину в капсулах";"прием_лекарств"
"Принимал магний с B6 вчера";"прием_лекарств"
"Выпил цинк, думаю, что не влияет";"прием_лекарств"
"Пью карнитин для похудения";"прием_лекарств"
"Принимал глюкозамин для суставов";"прием_лекарств"
"Выпил коэнзим Q10 утром";"прием_лекарств"
"Пью адаптол от тревоги";"прием_лекарств"
"Принимал пикамилон для сосудов";"прием_лекарств"
"Выпил мексидол по назначению";"прием_лекарств"
"Пью клоназепам по расписанию";"прием_лекарств"
"Принимал фенибут вчера";"прием_лекарств"
"Выпил феназепам на ночь";"прием_лекарств"
"Пью тетрациклиновую мазь, но это местно";"прием_лекарств"
"Принимал гель вольтарен наружно";"прием_лекарств"
"Выпил супрастин перед сном";"прием_лекарств"
"Пью таблетки от простатита";"прием_лекарств"
"Принимал уролесан при почках";"прием_лекарств"
"Выпил свечи с папаверином, это считается?";"прием_лекарств"
"Пью канефрон в каплях";"прием_лекарств"
"Голодал 12 часов, ничего не ел и не пил, кроме воды";"соблюдение_правил"
"Пришёл натощак, с вечера не принимал пищу";"соблюдение_правил"
"Соблюдал все рекомендации, голодал 10 часов";"соблюдение_правил"
"Ничего не нарушал, только вода утром";"соблюдение_правил"
"Подготовился по инструкции, голодал с 8 вечера";"соблюдение_правил"
"Не пил кофе, не ел, соблюдал диету";"соблюдение_правил"
"Честно выдержал голодание 12 часов";"соблюдение_правил"
"Всё сделал как в памятке, пришёл натощак";"соблюдение_правил"
"Голодал всю ночь, не завтракал, пил только воду";"соблюдение_правил"
"Я подготовился идеально, уверен";"соблюдение_правил"
"Сдаю анализ по всем правилам, голодал 8 часов";"соблюдение_правил"
"Выполнил рекомендации врача, ничего не ел";"соблюдение_правил"
"Не пил, не ел, чистая вода – всё как просили";"соблюдение_правил"
"Соблюдал пост, ничего кроме воды";"соблюдение_правил"
"Голодал с вечера, не перекусывал";"соблюдение_правил"
"Всё честно, не нарушал диету";"соблюдение_правил"
"Подготовился строго, надеюсь на хороший результат";"соблюдение_правил"
"Голодал 14 часов, даже воду не пил последние 2 часа";"соблюдение_правил"
"Полностью соблюдал инструкцию лаборанта";"соблюдение_правил"
"Пришёл голодный, как вы просили";"соблюдение_правил"
"Не принимал лекарства утром, соблюдал режим";"соблюдение_правил"
"Отказался от завтрака, только вода";"соблюдение_правил"
"Соблюдал все предписания, сдаю кровь натощак";"соблюдение_правил"
"Всё хорошо, я подготовился на 100%";"соблюдение_правил"
"Не пил даже чай, только вода";"соблюдение_правил"
"Голодал 10 часов, но чувствую себя нормально";"соблюдение_правил"
"Соблюдал диету, не курил, не пил алкоголь";"соблюдение_правил"
"Я ответственный пациент, всё сделал правильно";"соблюдение_правил"
"Пришёл натощак, как указано в направлении";"соблюдение_правил"
"Никаких нарушений, сдаю впервые, но всё знаю";"соблюдение_правил"
"Не ел с вечера, только вода утром";"соблюдение_правил"
"Выполнил все условия, пришёл голодный";"соблюдение_правил"
"Соблюдал голодание 12 часов, никаких проблем";"соблюдение_правил"
"Подготовился по стандарту, надеюсь на точный результат";"соблюдение_правил"
"Ничего не ел, не пил сладкого, всё супер";"соблюдение_правил"
"Голодал с восьми вечера, пришёл сдавать в 8 утра";"соблюдение_правил"
"Чётко выполнил рекомендации, ничего лишнего";"соблюдение_правил"
"Соблюдал абсолютное голодание, даже воды не пил 2 часа до сдачи";"соблюдение_правил"
"Приготовился как учили, надеюсь, всё ок";"соблюдение_правил"
"Не нарушал режим, сдаю анализ ответственно";"соблюдение_правил"
"Всё сделал по инструкции, не ел, не пил";"соблюдение_правил"
"Голодал 11 часов, думаю, допустимо";"соблюдение_правил"
"Я серьезно отношусь к анализам, всё соблюл";"соблюдение_правил"
"Подготовился идеально, ничего кроме воды";"соблюдение_правил"
"Соблюдал диету и режим, пришёл натощак";"соблюдение_правил"
"Не допускал нарушений, сдаю кровь впервые, но всё знаю";"соблюдение_правил"
"Соблюдал все правила, голодал с 20:00";"соблюдение_правил"
"Всё честно, никакой еды, только вода по необходимости";"соблюдение_правил"
"Пришёл голодным, как рекомендовано";"соблюдение_правил"
"Соблюдал режим, не пил кофе, не ел";"соблюдение_правил"
"Подготовка выполнена полностью, надеюсь на хорошие показатели";"соблюдение_правил"
"Голодал требуемое время, пришёл сдавать";"соблюдение_правил"
"Никаких нарушений, всё в порядке";"соблюдение_правил"
"Соблюдал диету, чувствую себя хорошо";"соблюдение_правил"
"Выполнил всё по правилам, ничего лишнего не употреблял";"соблюдение_правил"
"Пришёл натощак, не курил, не пил";"соблюдение_правил"
"Соблюдал голодание, даже жевательную резинку не использовал";"соблюдение_правил"
"Всё сделал по инструкции, пришёл вовремя";"соблюдение_правил"
"Подготовился ответственно, никаких нарушений диеты";"соблюдение_правил"
"Голодал 9 часов, надеюсь, достаточно";"соблюдение_правил"
"Соблюдал режим, ничего не ел, только вода";"соблюдение_правил"
"Пришёл строго натощак, подготовка идеальная";"соблюдение_правил"
"Я дисциплинированный пациент, всё выполнено";"соблюдение_правил"
"Никаких еды и напитков, кроме воды";"соблюдение_правил"
"Сдаю анализ по правилам, голодал с вечера";"соблюдение_правил"
"Соблюдал все предписания, надеюсь на точность";"соблюдение_правил"
"Подготовился, как в инструкции, не нарушал";"соблюдение_правил"
"Голодал 12 часов, пил только воду, всё ок";"соблюдение_правил"
"Всё сделал правильно, пришёл на голодный желудок";"соблюдение_правил"
"Соблюдал диету, не употреблял лекарства";"соблюдение_правил"
"Пришёл натощак, чувствую себя нормально";"соблюдение_правил"
"Соблюдал все условия, подготовлен отлично";"соблюдение_правил"
"Никаких нарушений, полностью готов к анализу";"соблюдение_правил"
"Голодал с 20:00, пришёл в 8 утра";"соблюдение_правил"
"Соблюдал режим, ничего кроме воды, честно";"соблюдение_правил"
"Всё выполнил по рекомендациям, надеюсь на хороший результат";"соблюдение_правил"
"Подготовлен по всем правилам, сдаю впервые";"соблюдение_правил"
"Ничего не ел, не пил ни чая, ни кофе";"соблюдение_правил"
"Голодал всю ночь, пришёл сдавать утром";"соблюдение_правил"
"Соблюдал все правила, даже зубы чистил без пасты";"соблюдение_правил"
"Пришёл натощак, никаких нарушений диеты";"соблюдение_правил"
"Соблюдал рекомендации, надеюсь на точный анализ";"соблюдение_правил"
"Подготовился идеально, всё по инструкции";"соблюдение_правил"
"Голодал 10 часов, думаю, достаточно";"соблюдение_правил"
"Соблюдал режим, не принимал лекарства с утра";"соблюдение_правил"
"Всё выполнено, пришёл голодным";"соблюдение_правил"
"Соблюдал диету, не нарушал, надеюсь на хорошие показатели";"соблюдение_правил"
"Подготовлен отлично, ничего лишнего";"соблюдение_правил"
"Никаких нарушений, сдаю с уверенностью";"соблюдение_правил"
"Голодал с восьми вечера, не пил даже воду последние 2 часа";"соблюдение_правил"
"Соблюдал все условия, пришёл натощак";"соблюдение_правил"
"Всё сделал правильно, никаких проблем";"соблюдение_правил"
"Подготовился по стандарту, надеюсь на результат";"соблюдение_правил"
"Соблюдал голодание 12 часов, ничего не ел";"соблюдение_правил"
"Пришёл голодным, как сказали, ничего кроме воды";"соблюдение_правил"
"Соблюдал диету и режим, никаких нарушений";"соблюдение_правил"
"Подготовлен идеально, сдаю в первый раз, но всё знаю";"соблюдение_правил"
"Никаких еды, напитков, только вода по необходимости";"соблюдение_правил"
"Соблюдал все рекомендации, готов к анализу";"соблюдение_правил"
"Голодал требуемое время, пришёл натощак";"соблюдение_правил"
"Всё выполнено честно, надеюсь на точный результат";"соблюдение_правил"
"Можно ли пить воду перед сдачей ОАК?";"общий_вопрос"
"Сколько часов нужно голодать перед общим анализом?";"общий_question"
"А кофе можно выпить утром или нельзя?";"общий_вопрос"
"Какие лекарства нельзя принимать перед ОАК?";"общий_вопрос"
"Влияет ли курение на результаты общего анализа?";"общий_вопрос"
"Можно ли чистить зубы перед сдачей?";"общий_вопрос"
"А вода с лимоном разрешена утром?";"общий_вопрос"
"Если я выпью кофе, это сильно изменит результат?";"общий_вопрос"
"Нужно ли отменять витамины перед анализом?";"общий_вопрос"
"Влияет ли физическая нагрузка на лейкоциты?";"общий_вопрос"
"Сколько нельзя есть перед общим анализом крови?";"общий_вопрос"
"А завтрак за 2 часа до – это сильно навредит?";"общий_вопрос"
"Можно ли пить сок утром или лучше воду?";"общий_вопрос"
"А если я выпил чай, это считается нарушением?";"общий_вопрос"
"Нужно ли сообщать врачу о всех принимаемых таблетках?";"общий_вопрос"
"Влияет ли алкоголь, выпитый 2 дня назад?";"общий_вопрос"
"Как долго нельзя курить перед анализом?";"общий_вопрос"
"Можно ли принимать душ перед сдачей крови?";"общий_вопрос"
"Нужно ли приходить строго с утра или можно днём?";"общий_вопрос"
"Влияет ли менструальный цикл на результаты ОАК?";"общий_вопрос"
"Можно ли сдавать анализ, если я простужен?";"общий_вопрос"
"А если я принял лекарство утром, это отменит анализ?";"общий_вопрос"
"За сколько дней до анализа нужно отказаться от алкоголя?";"общий_вопрос"
"Можно ли жевать жвачку перед сдачей?";"общий_вопрос"
"Влияет ли стресс на показатели крови?";"общий_вопрос"
"Нужно ли соблюдать диету за день до анализа?";"общий_вопрос"
"Можно ли пить газированную воду?";"общий_вопрос"
"А если я нарушу голодание, анализ вообще не примут?";"общий_вопрос"
"Какие продукты особенно сильно влияют на результат?";"общий_вопрос"
"Можно ли сдавать кровь после бессонной ночи?";"общий_вопрос"
"Влияет ли фаза луны или биоритмы?";"общий_вопрос"
"Нужно ли сдавать анализ строго натощак или можно легкий завтрак?";"общий_вопрос"
"А если я выпил только стакан воды, это считается нарушением?";"общий_вопрос"
"Можно ли принимать гомеопатию перед анализом?";"общий_вопрос"
"Влияет ли физическая усталость на гемоглобин?";"общий_вопрос"
"Нужно ли отменять антибиотики за несколько дней?";"общий_вопрос"
"Как правильно подготовиться, если анализ сдаётся ребёнком?";"общий_вопрос"
"Можно ли чистить язык перед анализом?";"общий_вопрос"
"Влияет ли электронная сигарета на результат?";"общий_вопрос"
"Нужно ли исключить половые контакты накануне?";"общий_вопрос"
"Можно ли пить чай без сахара?";"общий_вопрос"
"А если я поел, но через 3 часа забыл – стоит ли сдавать?";"общий_вопрос"
"Влияет ли приём БАДов на общий анализ крови?";"общий_вопрос"
"Можно ли сдавать кровь, если я принимаю гормональные препараты?";"общий_вопрос"
"Нужно ли прекращать приём статинов?";"общий_вопрос"
"Как долго нельзя есть, чтобы анализ был точным?";"общий_вопрос"
"Влияет ли дневной сон на показатели?";"общий_вопрос"
"Можно ли пить молоко за 8 часов до сдачи?";"общий_вопрос"
"А если я съел яблоко за 5 часов, это нормально?";"общий_вопрос"
"Нужно ли сообщать лаборанту о возможных нарушениях?";"общий_вопрос"
"Можно ли сдавать анализ во время месячных?";"общий_вопрос"
"Влияет ли приём антикоагулянтов на свёртываемость?";"общий_вопрос"
"Как подготовиться, если анализ сдаётся грудному ребёнку?";"общий_вопрос"
"Можно ли использовать зубную нить?";"общий_вопрос"
"Влияет ли загар на показатели крови?";"общий_вопрос"
"Нужно ли исключить физические упражнения за день?";"общий_вопрос"
"Можно ли пить кефир на ночь перед анализом?";"общий_вопрос"
"А если я поужинал в 12 ночи, а сдаю кровь в 8 утра?";"общий_вопрос"
"Влияет ли работа в ночную смену?";"общий_вопрос"
"Можно ли принимать душ, но не есть?";"общий_вопрос"
"Нужно ли прекращать приём мочегонных?";"общий_вопрос"
"Как долго нельзя пить алкоголь?";"общий_вопрос"
"Влияет ли эмоциональное состояние на лейкоциты?";"общий_вопрос"
"Можно ли сдавать анализ, если у меня герпес?";"общий_вопрос"
"Нужно ли отменять антигистаминные?";"общий_вопрос"
"Можно ли пить сок за 6 часов?";"общий_вопрос"
"А если я выпил кофе, но прошло 4 часа – сдавать?";"общий_вопрос"
"Влияет ли курение кальяна на результат?";"общий_вопрос"
"Нужно ли прекращать приём витамина С?";"общий_вопрос"
"Можно ли сдавать кровь после прививки?";"общий_вопрос"
"Влияет ли посещение сауны накануне?";"общий_вопрос"
"Можно ли пить спортивные напитки?";"общий_вопрос"
"Нужно ли отказываться от жирной пищи за 2 дня?";"общий_вопрос"
"Как долго нельзя есть после забора крови?";"общий_вопрос"
"Можно ли пить кокосовую воду?";"общий_вопрос"
"А если я поел, но сдаю анализ в платной лаборатории – правила те же?";"общий_вопрос"
"Нужно ли сообщать о приёме антидепрессантов?";"общий_вопрос"
"Влияет ли бессонница на СОЭ?";"общий_вопрос"
"Можно ли чистить уши перед анализом (не важно)?";"общий_вопрос"
"Нужно ли прекращать приём антибиотиков за неделю?";"общий_вопрос"
"Как влияет перелёт на результаты?";"общий_вопрос"
"Можно ли пить протеиновые коктейли?";"общий_вопрос"
"Влияет ли смена часовых поясов?";"общий_вопрос"
"Нужно ли исключить чеснок и лук накануне?";"общий_вопрос"
"Можно ли сдавать кровь, если я принимаю слабительное?";"общий_вопрос"
"Влияет ли уровень гормонов на общий анализ?";"общий_вопрос"
"Можно ли пить минеральную воду с газом?";"общий_вопрос"
"А если я нарушу подготовку, может, нужно просто предупредить врача?";"общий_вопрос"
"Нужно ли прекращать приём спазмолитиков?";"общий_вопрос"
"Влияет ли пост на результаты?";"общий_вопрос"
"Можно ли пить компот из сухофруктов?";"общий_вопрос"
"Как долго нельзя курить перед общим анализом?";"общий_вопрос"
"Влияет ли маникюр или гель-лак?";"общий_вопрос"
"Нужно ли исключить острую пищу?";"общий_вопрос"
"Можно ли сдавать анализ после тяжёлой работы?";"общий_вопрос"
"Влияет ли хроническая усталость?";"общий_вопрос"
"Можно ли пить молочную сыворотку?";"общий_вопрос"
"А если я пропустил приём лекарства, это безопасно?";"общий_вопрос"
"Нужно ли голодать 12 часов, если анализ сдаётся экстренно?";"общий_вопрос"
"У меня болит голова, можно ли сдавать анализ?";"жалоба_на_самочувствие"
"Сильная слабость и тошнота, анализ не отменят?";"жалоба_на_самочувствие"
"Поднялась температура, а я сдаю ОАК сегодня";"жалоба_на_самочувствие"
"Кружится голова с утра, наверное от голода";"жалоба_на_самочувствие"
"Очень болит живот, сдавать анализ будет безопасно?";"жалоба_на_самочувствие"
"Мне плохо, слабость, можно ли перенести сдачу?";"жалоба_на_самочувствие"
"У меня давление поднялось, анализ не отменится?";"жалоба_на_самочувствие"
"Тошнит от голода, это нормально?";"жалоба_на_самочувствие"
"Очень устал, плохо спал, повлияет на анализ?";"жалоба_на_самочувствие"
"Боюсь уколов, мне страшно, можно сдавать?";"жалоба_на_самочувствие"
"У меня насморк и температура, анализ сдам, но как?";"жалоба_на_самочувствие"
"Сильная изжога, это может повлиять на результат?";"жалоба_на_самочувствие"
"Головокружение и слабость – можно ли сдавать?";"жалоба_на_самочувствие"
"Болит горло, пью антибиотик, уже начал";"жалоба_на_самочувствие"
"Понос утром, это опасно для сдачи анализов?";"жалоба_на_самочувствие"
"Трясёт от холода, не голод, странно";"жалоба_на_самочувствие"
"Сильный стресс накануне, будет ли погрешность?";"жалоба_на_самочувствие"
"У меня герпес вылез, анализ можно сдавать?";"жалоба_на_самочувствие"
"Бессонница всю ночь, скажется на лейкоцитах?";"жалоба_на_самочувствие"
"Тахикардия, сердце бьётся сильно – сдавать?";"жалоба_на_самочувствие"
"Озноб, температура 37.5, что делать?";"жалоба_на_самочувствие"
"Боль в груди при вдохе, анализ не опасен?";"жалоба_на_самочувствие"
"Сильно кружится голова, боюсь упасть в лаборатории";"жалоба_на_самочувствие"
"У меня аллергия на пластырь, можно без него?";"жалоба_на_самочувствие"
"Онемение пальцев рук, это не помешает?";"жалоба_на_самочувствие"
"Температура 38, но анализ очень нужен";"жалоба_на_самочувствие"
"Болит спина, не могу сидеть прямо, повлияет на пункцию?";"жалоба_на_самочувствие"
"Сильная слабость, еле дошел до лаборатории";"жалоба_на_самочувствие"
"После ковида ещё не восстановился, сдавать можно?";"жалоба_на_самочувствие"
"У меня паническая атака, анализ отложат?";"жалоба_на_самочувствие"
"Низкое давление, утром 90/60, нормально?";"жалоба_на_самочувствие"
"Болит ухо, стреляет, это не отразится?";"жалоба_на_самочувствие"
"Кашель сильный, мешает сидеть спокойно";"жалоба_на_самочувствие"
"Температура 37.2, может быть из-за волнения";"жалоба_на_самочувствие"
"Сильная мигрень с аурой, анализ отменится?";"жалоба_на_самочувствие"
"Болит поясница, отдаёт в ногу, можно сдавать?";"жалоба_на_самочувствие"
"У меня вегетососудистая дистония, частые обмороки";"жалоба_на_самочувствие"
"Болит желудок после еды, а я голоден, непонятно";"жалоба_на_самочувствие"
"Ощущение кома в горле, тревожно";"жалоба_на_самочувствие"
"Зуд по всему телу, возможно аллергия на что‑то";"жалоба_на_самочувствие"
"У меня диабет, сегодня сахар низкий – сдавать?";"жалоба_на_самочувствие"
"Головная боль пульсирующая, таблетки не помогают";"жалоба_на_самочувствие"
"Тошнота и рвота утром, это из-за голода или болезни?";"жалоба_на_самочувствие"
"Болит печень (правый бок), можно сдавать кровь?";"жалоба_на_самочувствие"
"Очень хочется спать, засыпаю на ходу, анализ покажет?";"жалоба_на_самочувствие"
"Сильная боль в ноге, не могу долго стоять";"жалоба_на_самочувствие"
"Отеки на лице с утра, может быть аллергия";"жалоба_на_самочувствие"
"Покалывание в области сердца, волнуюсь, отразятся ли результаты?";"жалоба_на_самочувствие"
"Кровь из носа была утром, можно сдавать?";"жалоба_на_самочувствие"
"Головокружение при резком вставании, анализ не навредит?";"жалоба_на_самочувствие"
"Сильный кашель, не могу задержать дыхание";"жалоба_на_самочувствие"
"У меня простуда, кашель, насморк, но анализ срочно нужен";"жалоба_на_самочувствие"
"Боль под лопаткой, отдает в руку, это не инфаркт?";"жалоба_на_самочувствие"
"Трясутся руки, нервничаю, это повлияет на результат?";"жалоба_на_самочувствие"
"У меня астма, сегодня легкий приступ, сдавать?";"жалоба_на_самочувствие"
"Очень низкое давление, темнеет в глазах, можно сдавать?";"жалоба_на_самочувствие"
"Болит десна, кровоточит, может быть инфекция";"жалоба_на_самочувствие"
"У меня анемия, часто кружится голова, анализ покажет однозначно?";"жалоба_на_самочувствие"
"Сильный жар, температура 39, я заболел";"жалоба_на_самочувствие"
"Боль в суставах, особенно в коленях";"жалоба_на_самочувствие"
"У меня герпетическая сыпь на губе, анализ возможен?";"жалоба_на_самочувствие"
"Недержание мочи при кашле, не связано с анализом, но неудобно";"жалоба_на_самочувствие"
"Сильная одышка при ходьбе, не могу быстро дойти до лаборатории";"жалоба_на_самочувствие"
"Болит шея, повернуть не могу, мышечное напряжение";"жалоба_на_самочувствие"
